species,genus,subfamily,family,order,class_taxon,super_class,ocean,basin,food_i,food_mode,temp_preferred,temp_range,climate,fecundity_mean,body_shape_i,longevity_wild,oxygen_cons,temp_cons,dev_place,sp_richness,comments,circadian,observed_homerange,n_ind,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,iucn_category,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3
Bolbometopon muricatum,Bolbometopon,Scarinae,Scaridae,Eupercaria/misc,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"plants, zoobenthos",generalist,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,100,"Juveniles are found in lagoons while adults inhabit clear outer lagoon and seaward reefs up to depths of at least 30 m (Ref. 9710). They ‘sleep’ in caves and often in shipwrecks at night (Ref. 48636). They are usually in small groups feeding on benthic algae, live corals (Ref. 9710) and shellfishes (Ref. 58784). They sometimes ram their head against corals to facilitate feeding (Ref. 9710). The largest and wariest of the parrotfishes. Assessments showed their vulnerability to overfishing (Ref. 9710).",diurnal,NA,NA,10460000,habitat_reef,reef-associated,130,NA,921.481753,0.236827261,2.772623112,VU,0.144313172,37.50414119,31,0.144313172,31,-1,2,1,1,mid-high/mid
Boops boops,Boops,NA,Sparidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"plants, zoobenthos, zooplankton",generalist,21,NA,subtropical,7921.5,fusiform / normal,11,NA,NA,planktonic,162,NA,NA,NA,NA,2757500,pelagic oceanic,demersal,40,NA,289938.8997,0.47071232,2.79,LC,0.090042931,35.70276038,16.8,0.090042931,16.8,-2,1,4,4,mid/low
Boreogadus saida,Boreogadus,NA,Gadidae,Gadiformes,Actinopteri,Osteichthyes,"Arctic Ocean, Atlantic, Pacific",Both,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,-1,10,subtropical,16220,elongated,7,53.8,0.21250000000000002,planktonic,22,NA,NA,0.218337659,77,4780000,migratory,demersal,40,artic cod,272362.6872,0.37076155,3.12,NA,0.094809524,41.14519734,NA,0.218337659,41.14519734,-1,2,1,1,mid-high/mid
Bothus pantherinus,Bothus,NA,Bothidae,Pleuronectiformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,zoobenthos,specialist,27,NA,tropical,NA,short and / or deep,NA,NA,NA,NA,171,NA,NA,NA,NA,9750000,habitat_benthic,reef-associated,39,NA,223.1836131,0.785631156,3.547920007,LC,0.025279807,47.33313183,NA,0.025279807,47.33313183,-2,2,1,8,mid-low/mid
Brama brama,Brama,NA,Bramidae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,23,12,tropical,NA,short and / or deep,9,NA,NA,planktonic,20,NA,NA,NA,NA,140227500,migratory,pelagic neritic,100,NA,70090.69367,0.25373223,4.089693741,LC,3778.076453,46.54465969,NA,3778.076453,46.54465969,3,2,6,2,high/mid
Bregmaceros mcclellandi,Bregmaceros,NA,Bregmacerotidae,Gadiformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"zoobenthos, zooplankton",generalist,28,NA,tropical,NA,elongated,NA,NA,NA,planktonic,14,NA,NA,NA,NA,62220000,pelagic oceanic,pelagic oceanic,9.600000381,NA,24255.36307,0.389520618,3.361101478,NA,0.015678822,36.11200266,NA,0.015678822,36.11200266,-2,2,1,8,mid-low/mid
Brevoortia aurea,Brevoortia,Alosinae,Clupeidae,Clupeiformes,Actinopteri,Osteichthyes,Atlantic,West,"plants, zooplankton",generalist,18,NA,subtropical,NA,elongated,NA,NA,NA,NA,188,NA,NA,NA,NA,317500,habitat_coastal,pelagic neritic,34.40000153,NA,7670.443707,0.938769682,2.847350524,LC,8.59e-4,37.07042123,NA,8.59e-4,37.07042123,-4,2,7,7,low/mid
Brevoortia patronus,Brevoortia,Alosinae,Clupeidae,Clupeiformes,Actinopteri,Osteichthyes,Atlantic,West,"detritus, plants, zoobenthos, zooplankton",generalist,24,NA,subtropical,73500,fusiform / normal,NA,NA,NA,NA,188,NA,NA,NA,NA,485000,habitat_coastal,pelagic neritic,35,NA,977143.8443,0.843108206,2.324258643,LC,0.002239816,44.82612408,NA,0.002239816,44.82612408,-3,2,1,8,mid-low/mid
Brevoortia tyrannus,Brevoortia,Alosinae,Clupeidae,Clupeiformes,Actinopteri,Osteichthyes,Atlantic,West,"detritus, plants, zoobenthos, zooplankton",generalist,15,NA,subtropical,296500,fusiform / normal,NA,376.2857142857143,17.571428571428573,planktonic,188,NA,NA,NA,NA,335000,migratory,pelagic neritic,50,NA,762986.4651,0.72430685400000006,3.23,LC,0.025415266,41.24702549,NA,0.025415266,41.24702549,-2,2,1,8,mid-low/mid
Callorhinchus callorynchus,Callorhinchus,NA,Callorhinchidae,Chimaeriformes,Holocephali,Chondrichthyes,"Atlantic, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,subtropical,NA,elongated,NA,NA,NA,NA,3,NA,NA,NA,NA,1385000,habitat_benthic,demersal,89.19999695,NA,61930.47979,0.166717262,3.35,LC,0.13150113,57.62422483,NA,0.13150113,57.62422483,-1,2,1,1,mid-high/mid
Callorhinchus milii,Callorhinchus,NA,Callorhinchidae,Chimaeriformes,Holocephali,Chondrichthyes,"Indian Ocean, Pacific",Both,"zoobenthos, zooplankton",generalist,16,NA,tropical,NA,elongated,NA,NA,NA,NA,3,NA,NA,NA,NA,1070000,habitat_benthic,demersal,125,NA,69198.59537,0.114485214,3.641329272,LC,0.145321879,59.35720145,NA,0.145321879,59.35720145,-1,2,1,1,mid-high/mid
Caprodon longimanus,Caprodon,Anthiadinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zooplankton",generalist,NA,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,NA,NA,1067500,habitat_reef,reef-associated,55,NA,18.2779701,0.392822614,3.940238918,LC,0.045114096,29.12652478,NA,0.045114096,29.12652478,-2,1,4,4,mid/low
Capros aper,Capros,NA,Caproidae,Acanthuriformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"zoobenthos, zooplankton",generalist,21,NA,subtropical,NA,short and / or deep,NA,NA,NA,planktonic,1,NA,NA,NA,NA,2592500,habitat_reef,demersal,30,NA,770203.4273,0.435056667,3.14,LC,0.001478731,36.87311052,NA,0.001478731,36.87311052,-3,2,1,8,mid-low/mid
Carangoides bajad,Carangoides,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,148,NA,NA,NA,NA,5572500,habitat_reef,reef-associated,55,NA,7411.747198,0.975847099,3.98694355,LC,0.070827806,34.93098508,NA,0.070827806,34.93098508,-2,2,1,8,mid-low/mid
Carangoides fulvoguttatus,Carangoides,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,148,NA,NA,NA,NA,13272500,habitat_reef,reef-associated,120,NA,221.7473477,1.009870027,4.43,LC,0.685233211,35.28789753,NA,0.685233211,35.28789753,-1,2,1,1,mid-high/mid
Carangoides malabaricus,Carangoides,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,27,NA,tropical,NA,short and / or deep,NA,NA,NA,NA,148,NA,NA,NA,NA,11795000,habitat_reef,reef-associated,60,NA,457.2905183,1.1685438,3.921557065,LC,0.384029976,38.80246646,NA,0.384029976,38.80246646,-1,2,1,1,mid-high/mid
Caranx crysos,Caranx,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, zoobenthos, zooplankton",generalist,24,NA,subtropical,752500,fusiform / normal,11,NA,NA,NA,148,NA,NA,0.021204,23,3710000,habitat_coastal,reef-associated,70,blue runner,18701.45839,0.710864347,4.13,LC,0.128620694,29.46557768,NA,0.021204,29.46557768,-2,1,4,4,mid/low
Caranx hippos,Caranx,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea",Both,"nekton, zoobenthos",generalist,27,NA,subtropical,NA,fusiform / normal,NA,225,14.7,NA,148,NA,NA,NA,NA,5142500,habitat_reef,reef-associated,124,NA,22718.78796,0.871413741,3.56,LC,0.339587198,38.60888143,NA,0.339587198,38.60888143,-1,2,1,1,mid-high/mid
Caranx ignobilis,Caranx,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,27,3,tropical,NA,fusiform / normal,NA,NA,NA,NA,148,Adults are pelagic over sand and rock (Ref. 58302). They occur singly and inhabit clear lagoon and seaward reefs (Ref. 9710). They feed on crustaceans (like crabs and spiny lobsters) and fishes at night (Ref. 4887). Juveniles are found in estuaries. Large individuals may be ciguatoxic. The largest trevally reaches 1.7 m in length and a weight of over 60 kg (Ref. 48635). Spawning occurs on shallow seaward reefs and offshore banks (Ref. 37816). Sold mostly fresh and dried salted.,nocturnal,16.43545901,14,13842500,habitat_reef,reef-associated,170,giant trevally,47191.5377,0.422004473,4.22,LC,3.847786949,34.45279653,NA,16.43545901,34.45279653,1,2,1,1,mid-high/mid
Caranx melampygus,Caranx,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,28,NA,tropical,2110150,fusiform / normal,NA,NA,NA,NA,148,NA,NA,NA,NA,13410000,habitat_reef,reef-associated,117,NA,47.64517442,0.562323474,4.49,LC,0.688986974,33.47007267,57.6,0.688986974,57.6,-1,2,1,1,mid-high/mid
Caranx rhonchus,Caranx,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos, zooplankton",generalist,24,7,subtropical,255000,fusiform / normal,NA,NA,NA,NA,148,NA,NA,NA,NA,1315000,habitat_coastal,benthopelagic,60,NA,10792.92494,0.643120381,3.641329272,LC,0.092271147,29.30189107,NA,0.092271147,29.30189107,-2,1,4,4,mid/low
Caranx ruber,Caranx,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,Atlantic,Both,"nekton, plants, zoobenthos, zooplankton",generalist,23,NA,subtropical,100000,fusiform / normal,NA,NA,NA,NA,148,NA,NA,NA,NA,2530000,habitat_reef,reef-associated,73,NA,95.90817563,0.824246729,4.28,LC,0.034874553,33.87296213,NA,0.034874553,33.87296213,-2,2,1,8,mid-low/mid
Caranx sexfasciatus,Caranx,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,26,3,tropical,NA,fusiform / normal,NA,192,26.9,planktonic,148,"Adults inhabit coastal and oceanic waters associated with reefs (Ref. 9283, 58302). Pelagic at 1-96 m (Ref. 58302). They are often seen in large daytime schools but solitary at night when feeding (Ref. 90102). During the day they are usually seen milling in stationary aggregations (Ref. 44894), forming slow-moving schools in the passes or outside the reef (Ref. 4795). Juveniles may be encountered in estuaries (Ref. 9283, 44894), occasionally entering rivers and penetrating well inland (Ref. 2847, 44894). Adults feed mainly on fishes, squids and crustaceans (Ref. 9283, Ref. 90102). They are caught mainly on hook-and-line; also with gill nets, purse seines, and other artisanal gear (Ref. 9894). Marketed fresh, dried or salted (Ref. 9283) and frozen (Ref. 9987). Consumed broiled and baked (Ref. 9987).",nocturnal,NA,NA,11302500,habitat_reef,reef-associated,120,NA,273.4482874,0.730946249,4.5,LC,0.799246019,36.13384517,NA,0.799246019,36.13384517,-1,2,1,1,mid-high/mid
Centriscops humerosus,Centriscops,Macroramphosinae,Centriscidae,Syngnathiformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,17,NA,tropical,NA,short and / or deep,NA,NA,NA,NA,12,NA,NA,NA,NA,2030000,habitat_benthic,bathydemersal,30,NA,171.3204948,0.865629066,3.613306492,LC,9.53e-4,47.22374124,NA,9.53e-4,47.22374124,-4,2,7,7,low/mid
Centroberyx affinis,Centroberyx,NA,Berycidae,Beryciformes,Actinopteri,Osteichthyes,Pacific,West,"nekton, zoobenthos",generalist,17,NA,subtropical,NA,fusiform / normal,NA,NA,NA,planktonic,10,"Occur on rocky reefs and muddy substrates of the continental shelf and upper slope, forming dense schools close to the bottom at dawn and dusk and dispersing throughout the water column at night to feed (Ref. 9563).  Juveniles also aggregate in schools (Ref. 33987) and are found in estuaries and shallow costal waters (Ref. 9833).  Feed on small fish, crustaceans and mollusks (Ref. 27111).",nocturnal,NA,NA,777500,habitat_coastal,benthopelagic,51,NA,27515.24399,0.322306719,3.837488727,NA,0.072492851,41.48521628,NA,0.072492851,41.48521628,-2,2,1,8,mid-low/mid
Centropomus undecimalis,Centropomus,NA,Centropomidae,Carangaria/misc,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos",generalist,27,6,subtropical,500000,fusiform / normal,7,NA,NA,NA,13,NA,NA,220.625,101,2412500,habitat_coastal,reef-associated,140,common snook,17095.64486,0.641889095,4.17,LC,0.534124994,30.83860861,NA,220.625,30.83860861,2,2,6,2,high/mid
Centropristis striata,Centropristis,Serraninae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos",generalist,19,NA,subtropical,NA,fusiform / normal,20,245,24,NA,577,NA,NA,3.75,109,632500,habitat_reef,reef-associated,66,black seabass,24088.86012,0.390595485,3.89,LC,0.140275129,32.13870411,NA,3.75,32.13870411,0,2,1,1,mid-high/mid
Cephalopholis argus,Cephalopholis,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,27,4,tropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,0.0015,20,10685000,habitat_reef,reef-associated,60,peacock hind,173.6145665,0.453164741,4.48,LC,0.029182461,28.21012433,27.5,0.0015,27.5,-3,1,4,4,mid/low
Cephalopholis boenak,Cephalopholis,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,tropical,NA,fusiform / normal,11,NA,NA,NA,577,NA,NA,8.13e-6,50,10042500,habitat_reef,reef-associated,30,brown-banded seabass,467414.1572,0.477019133,4.07,LC,9.37e-4,33.28281846,31,8.13e-6,31,-6,2,7,7,low/mid
Cephalopholis fulva,Cephalopholis,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,Atlantic,Both,"nekton, zoobenthos",generalist,27,NA,subtropical,106500,fusiform / normal,11,NA,NA,NA,577,NA,NA,NA,NA,2405000,habitat_reef,reef-associated,44,NA,168.6480031,0.434585638,4.05,LC,0.030774825,29.5301771,NA,0.030774825,29.5301771,-2,1,4,4,mid/low
Cephalopholis hemistiktos,Cephalopholis,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,Indian Ocean,West,"nekton, zoobenthos",generalist,26,NA,tropical,NA,fusiform / normal,26,NA,NA,NA,577,"In the Red Sea, it is often found on patchy open reef areas.  Feeds diurnally on fishes (64%, mostly pomacentrids) and crustaceans (36%).  It is a monogamous species, the pair jointly defends a common territory of up to 62 square m (Ref. 6480). Major threats include overfishing, lack of management and habitat loss (Ref. 089707).",diurnal,1.1e-5,16,852500,territorial,reef-associated,35,yellowfin hind,1047.361541,0.369072173,4.14,LC,6.02e-4,31.80245798,NA,1.1e-5,31.80245798,-5,2,7,7,low/mid
Cephalopholis miniata,Cephalopholis,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,2.14e-4,30,11952500,territorial,reef-associated,50,coral hind,990.2623918,0.453164741,4.29,LC,0.21545971,23.68710686,NA,2.14e-4,23.68710686,-4,1,4,4,mid/low
Cepola macrophthalma,Cepola,Cepolinae,Cepolidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"zoobenthos, zooplankton",generalist,21,NA,subtropical,NA,elongated,NA,NA,NA,planktonic,45,NA,NA,NA,NA,2435000,sedentary,demersal,80,NA,468.7347157,0.662762944,3.202305836,LC,0.059302517,30.03202916,NA,0.059302517,30.03202916,-2,2,1,8,mid-low/mid
Cetengraulis edentulus,Cetengraulis,Engraulinae,Engraulidae,Clupeiformes,Actinopteri,Osteichthyes,Atlantic,West,"plants, zooplankton",generalist,27,NA,subtropical,9608,fusiform / normal,NA,NA,NA,NA,155,NA,NA,NA,NA,1587500,habitat_coastal,pelagic neritic,18.200000760000002,NA,7724.578696,0.508114702,2.249531231,LC,0.001197556,37.50913109,NA,0.001197556,37.50913109,-3,2,1,8,mid-low/mid
Cetengraulis mysticetus,Cetengraulis,Engraulinae,Engraulidae,Clupeiformes,Actinopteri,Osteichthyes,Pacific,East,"plants, zooplankton",generalist,27,NA,subtropical,NA,fusiform / normal,3.200000047683716,NA,NA,planktonic,155,NA,NA,NA,NA,595000,habitat_coastal,pelagic neritic,22,NA,1118371.615,0.827513259,2.58580461,LC,0.001218491,45.79107146,NA,0.001218491,45.79107146,-3,2,1,8,mid-low/mid
Champsocephalus gunnari,Champsocephalus,NA,Channichthyidae,Perciformes/Notothenioidei,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean",NA,"nekton, zoobenthos, zooplankton",generalist,-1,NA,tropical,5305.5,elongated,NA,NA,NA,planktonic,25,NA,NA,NA,NA,492500,habitat_coastal,benthopelagic,66,NA,19590.15602,0.302585645,3.23,NA,0.095502917,48.51977912,NA,0.095502917,48.51977912,-2,2,1,8,mid-low/mid
Channichthys rhinoceratus,Channichthys,NA,Channichthyidae,Perciformes/Notothenioidei,Actinopteri,Osteichthyes,Indian Ocean,NA,"nekton, plants",generalist,3,NA,tropical,4787.5,elongated,NA,74.05000000000001,5.175,NA,25,NA,NA,NA,NA,250000,habitat_coastal,demersal,60,NA,856.1592368,0.239394719,3.314396846,NA,0.011852298,39.05415207,NA,0.011852298,39.05415207,-2,2,1,8,mid-low/mid
Chanos chanos,Chanos,NA,Chanidae,Gonorynchiformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,26,27.5,tropical,202500,elongated,15,763.3696428571428,27,planktonic,1,NA,NA,NA,NA,11060000,habitat_reef,benthopelagic,180,NA,23425.16314,0.566145214,2.520418187,LC,0.827026043,38.97090782,40.282,0.827026043,40.282,-1,2,1,1,mid-high/mid
Cheilinus undulatus,Cheilinus,Cheilininae,Labridae,Eupercaria/misc,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,tropical,NA,fusiform / normal,32,NA,NA,planktonic,559,"Adults inhabit steep outer reef slopes, channel slopes, and lagoon reefs (Ref. 1602). They are benthopelagic at 2-60 m (Ref. 58302). They are usually solitary but may occur in pairs. Juveniles are encountered in coral-rich areas of lagoon reefs, where staghorn <i>Acropora</i> corals abound (Ref. 1602) and also in algae reefs or seagrasses (Ref. 48636, 41878).  Adults rove across the reefs by day and rest in reef caves and under coral ledges at night (Ref. 31343). Primary food are mollusks, fishes, sea urchins, crustaceans, and other invertebrates. They are one of the few predators of toxic animals such as sea hares, boxfishes and crown-of-thorns starfish (Ref. 1602). They are oviparous with distinct pairing during breeding (Ref. 205). They are sold in Hong Kong live fish markets (Ref. 27253). This species is captured by hook-and-line and by spear, and is occasionally marketed for food. Juveniles are occasionally seen in the aquarium trade (Ref. 9823).",diurnal,0.005807929,20,7215000,habitat_reef,reef-associated,229,humphead wrasse,5398.268449,0.377461777,4.005625403,EN,0.946143441,39.90905178,34.3,0.005807929,34.3,-3,2,1,8,mid-low/mid
Cheilodactylus variegatus,Cheilodactylus,NA,Cheilodactylidae,Centrarchiformes,Actinopteri,Osteichthyes,Pacific,East,"zoobenthos, zooplankton",generalist,19,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,3,NA,NA,NA,NA,160000,habitat_coastal,benthopelagic,44,NA,8316.033841,0.331364212,3.65,NA,0.013026641,40.84457263,NA,0.013026641,40.84457263,-2,2,1,8,mid-low/mid
Cheimerius nufar,Cheimerius,NA,Sparidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean",Both,"nekton, zoobenthos",generalist,25,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,162,NA,NA,NA,NA,3720000,habitat_reef,reef-associated,75,NA,141.3624149,0.437994781,3.54,DD,0.102082901,28.88851432,NA,0.102082901,28.88851432,-1,1,4,4,mid/low
Chelidonichthys capensis,Chelidonichthys,Triglinae,Triglidae,Perciformes/Scorpaenoidei,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean",Both,"nekton, zoobenthos",generalist,21,NA,tropical,NA,fusiform / normal,16,NA,NA,NA,126,NA,NA,NA,NA,515000,habitat_benthic,demersal,75,NA,8389.892709,0.277318922,4.1,LC,0.036910067,53.19176116,NA,0.036910067,53.19176116,-2,2,1,8,mid-low/mid
Chelidonichthys cuculus,Chelidonichthys,Triglinae,Triglidae,Perciformes/Scorpaenoidei,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,subtropical,NA,fusiform / normal,21,NA,NA,planktonic,126,NA,NA,NA,NA,3207500,habitat_benthic,demersal,70,NA,32190.66906,0.230982835,3.81,LC,0.162034448,57.93136145,NA,0.162034448,57.93136145,-1,2,1,1,mid-high/mid
Chelidonichthys kumu,Chelidonichthys,Triglinae,Triglidae,Perciformes/Scorpaenoidei,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,26,NA,tropical,NA,elongated,15,NA,NA,NA,126,NA,NA,NA,NA,4697500,habitat_benthic,demersal,60,NA,66428.5313,0.230796914,3.716056683,LC,0.122397512,57.77286793,NA,0.122397512,57.77286793,-1,2,1,1,mid-high/mid
Chelidonichthys lucerna,Chelidonichthys,Triglinae,Triglidae,Perciformes/Scorpaenoidei,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"nekton, others, plants, zoobenthos, zooplankton",generalist,9,16,subtropical,NA,elongated,15,NA,NA,planktonic,126,NA,NA,NA,NA,2402500,habitat_benthic,demersal,75.09999847,NA,31757.21311,0.345644436,3.98,LC,0.220304549,54.00302255,NA,0.220304549,54.00302255,-1,2,1,1,mid-high/mid
Conger conger,Conger,Congrinae,Congridae,Anguilliformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,15,NA,subtropical,2500000,eel-like,NA,111.5,16.9,planktonic,197,"Found on rocky and sandy bottoms (Ref. 12382).  Depth range from 0-500 m (Ref. 4453) and from 305-1171 m in the eastern Ionian Sea (Ref. 56504).  It stays near the coast when young and moves toward deeper waters upon reaching adulthood (Ref. 5377).  A nocturnal (Ref. 12382) predator of fish, crustaceans, and cephalopods (Ref. 6521).   Like other species of the group, it reproduces only once in its life (Ref. 5377).  Sexually mature at an age of 5-15 years.  Spawn in summer in the Atlantic off Portugal and in the Mediterranean.  Produces 3-8 million of eggs (Ref. 35388).  Marketed fresh and frozen.  Eaten fried and baked (Ref. 9988).",nocturnal,6.04e-4,1,3262500,habitat_benthic,demersal,300,european conger,123532.8338,0.208342505,4.31,LC,0.387770487,50.827262,NA,6.04e-4,50.827262,-4,2,7,7,low/mid
